rank,frequency,lemma,indonesia
828,89.84,起きる,Bangun.
829,89.43,協力,Kerja Sama
830,89.37,時期,Periode
831,89.33,料理,Memasak
832,89.08,考え方,Thoughts
833,89.05,医療,Perawatan Medis
834,89.04,頂く,Aku akan mengambilnya.
835,88.94,金融,Keuangan.
836,88.89,売る,Aku akan menjualnya.
837,88.88,試験,Uji
838,88.86,により,Terima kasih.
839,88.83,進める,Teruskan.
840,88.79,死ぬ,Aku akan mati.
841,88.69,フランス,Perancis
842,88.61,近い,Tutup
843,88.5,立場,Posisi
844,88.48,契約,Kesepakatan.
845,88.16,すでに,Sudah.
846,87.88,条件,Kondisi
847,87.84,放送,Penyiaran
848,87.83,※,.
849,87.64,全国,Negara
850,87.58,違い,Tidak.
851,87.35,室,Ruang
852,87.24,なあ,Hei.
853,87.22,枚,Kartu
854,87.12,ずっと,Selalu.
855,87.1,作成,Buat
856,87.07,足,Kaki.
857,87.0,学ぶ,Pelajari
858,86.87,成長,Pertumbuhan
859,86.85,施設,Fasilitas
860,86.81,リ,Li.
861,86.54,登場,Muncul
862,86.51,知識,PENGETAHUAN
863,86.49,携帯,Ponsel
864,86.39,実現,FULFILLMENT
865,86.35,友人,Seorang teman.
866,85.98,海外,Luar Negeri
867,85.86,原因,Penyebab
868,85.82,実施,Bahan Peledak
869,85.76,昨年,Tahun lalu.
870,85.64,〇,Maafkan aku.
871,85.44,探す,Aku akan menemukannya.
872,85.26,病院,Rumah sakit.
873,85.22,代,MESIR
874,85.09,認識,Mengakui
875,85.06,夏,Summer
876,84.99,および,Dan
877,84.73,イメージ,Gambar
878,84.72,段階,Langkah
879,84.7,発生,Berkembang
880,84.58,反対,Tidak.
881,84.49,会う,Rapat
882,84.45,期間,Durasi
883,84.37,区,Area
884,84.3,トップ,Puncak
885,84.15,条,Janji.
886,83.95,若い,Muda
887,83.94,見せる,Akan kutunjukkan padamu.
888,83.88,午後,Di sore hari
889,83.59,税,Pajak
890,83.5,主張,KORBAN
891,83.31,変更,Ubah
892,83.26,サッカー,Sepak bola.
893,83.22,パソコン,Komputer
894,83.2,限り,Sejauh yang kutahu.
895,83.13,＋,+
896,83.13,高,Tinggi
897,83.06,番組,Program
898,83.01,今度,Lain kali.
899,83.0,ホームページ,Laman
900,82.4,準備,Persiapan
901,82.35,処理,Proses
902,82.23,口,VOICE
903,82.13,式,Ekspresi
904,82.1,または,.fp . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
905,82.05,だって,Karena...
906,81.99,絶対,Aku yakin itu.
907,81.85,伝える,Aku akan memberitahunya.
908,81.79,結婚,Perkawinan
909,81.76,社長,Boss.
910,81.72,守る,Aku akan melindungimu.
911,81.71,体験,Pengalaman
912,81.68,基準,Criteria
913,81.62,発言,Apapun yang kau katakan.
914,81.56,深い,Jauh
915,81.44,住む,Aku tinggal di sini.
916,81.43,都市,Kota
917,81.36,ぞ,Mari kita pergi.
918,81.29,親,Orangtua
919,81.22,機会,Kesempatan
920,81.19,展開,Ekspansi
921,81.18,ほしい,Aku menginginkannya.
922,81.07,授業,Kelas
923,81.01,デザイン,Rancangan
924,80.85,火,Api.
925,80.66,自体,Hal ini dalam dirinya sendiri.
926,80.51,興味,Tertarik.
927,80.47,掲載,"Diterbitkan oleh Watchtower Bible and Tract Society of New York, Inc."
928,80.31,含める,Sertakan
929,80.0,編集,Sunting
930,79.53,選択,Pilihan
931,79.36,いわゆる,Itulah yang saya bicarakan.
932,79.34,信じる,Aku percaya padamu.
933,79.25,もん,Tidak.
934,79.23,週間,Minggu
935,79.16,負担,Bebannya
936,79.16,文字,Karakter
937,78.95,最大,Maksimum
938,78.94,無料,Ini gratis.
939,78.77,相談,Aku punya beberapa saran untukmu.
940,78.77,注意,Perhatian
941,78.71,ホテル,Hotel.
942,78.46,まったく,"Oh, Tuhan."
943,78.36,株,Stok
944,78.33,思える,Kurasa begitu.
945,78.07,全部,Semuanya.
946,78.06,しっかり,Tetap bersamaku.
947,77.8,開始,Mulai
948,77.78,上がる,Naik.
949,77.56,身,"MINORI NAKADA, 21 TAHUN"
950,77.5,イベント,Peristiwa
951,77.46,分析,Menganalisis
952,77.43,アクセス,Akses
953,77.37,同時に,Pada saat yang sama.
954,77.35,詳細,Rincian
955,77.31,合う,Cocok.
956,77.29,動く,Pindah
957,77.23,える,Ya.
958,77.22,先ほど,Aku sudah melakukan ini untuk sementara waktu.
959,77.19,派,Sekte
960,77.04,アップ,Naik
961,76.78,将来,Masa Depan
962,76.78,予算,Anggaran.
963,76.77,愛,KASIH
964,76.76,目標,Target.
965,76.75,台,Platform
966,76.75,通信,Komunikasi
967,76.72,△,itu hanya masalah waktu sebelum terlambat.
968,76.63,比べる,Bandingkan
969,76.63,プログラム,Program
970,76.61,させる,Biarkan mereka.
971,76.56,分野,Fields
972,76.49,ちなみに,"Ngomong-ngomong,"
973,76.49,Z,Z.
974,76.48,花,Bunga
975,76.37,向ける,Berbalik.
976,76.29,国内,Negara
977,76.17,土,Bumi
978,76.12,時刻,Waktu
979,76.05,つ,1
980,75.91,そのまま,Tunggu.
981,75.9,逆,Berlawanan
982,75.72,発見,Ditemukan
983,75.63,とにかく,Bagaimanapun.
984,75.57,きる,Ya.
985,75.38,最高,Ini hebat.
986,75.38,頑張る,Aku akan melakukan yang terbaik.
987,75.22,為,Ini untukmu.
988,75.16,覚える,Aku ingat.
989,75.05,利益,Manfaat
990,75.05,どちら,Di mana kau?
991,75.01,小,Kecil
992,74.99,銀行,Bank.
993,74.98,終了,Keluar
994,74.93,事務,Kantor
995,74.82,出版,"Diterbitkan oleh Watchtower Bible and Tract Society of New York, Inc."
996,74.82,連絡,Perhatian.
997,74.73,正しい,Kau benar.
998,74.72,プロ,Pro.
999,74.61,大会,KONVENSI
1000,74.57,練習,Latihan.
1001,74.49,様々,Berbagai hal.
1002,74.48,娘,Putriku.
1003,74.47,州,FILIPINA
1004,74.37,こうした,Kau yang melakukan ini.
1005,74.3,ファン,Penggemar
1006,74.29,同様,Sama saja.
1007,74.28,小さな,Kecil.
1008,74.24,大阪,Osaka
1009,74.23,共通,Umum
1010,74.2,つもり,Pasti.
1011,74.18,現代,Zaman Modern
1012,74.11,被害,Kerusakannya
1013,74.08,住宅,Rumah
1014,74.01,選挙,Pemilu
1015,74.01,とともに,(Tawa)
1016,73.93,新た,Baru
1017,73.84,大事,Ini penting.
1018,73.83,あたり,Ini dia.
1019,73.81,ろ,"Oh, Tuhan."
1020,73.78,安い,Ini murah.
1021,73.7,山,Gunung
1022,73.54,批判,Kritik
1023,73.52,報道,Tekan
1024,73.2,動き,Mari kita bergerak.
1025,73.13,▼,itu hanya masalah waktu sebelum terlambat.
1026,73.04,心配,Aku khawatir.
1027,72.95,見つける,Aku akan menemukannya.
1028,72.94,本日,Hari ini
1029,72.92,残念,Maafkan aku.
1030,72.89,なお,Tidak.
1031,72.89,クリック,Klik
1032,72.87,小さい,Kecil.
1033,72.61,業界,Industri
1034,72.58,相当,Kurang lebih begitu.
1035,72.55,どれ,Mari kita lihat.
1036,72.54,議員,Senator.
1037,72.43,業務,Bisnis
1038,72.43,なか,Aku tidak tahu.
1039,72.41,章,Bab
1040,72.39,調べる,Aku akan memeriksanya.
1041,72.37,攻撃,Serang.
1042,72.33,思い,Pikiran.
1043,72.24,スポーツ,Olahraga
1044,72.13,メンバー,Anggota
1045,72.07,世紀,ABAD
1046,72.05,演奏,Memutar
1047,71.94,家庭,Rumah
1048,71.89,直接,Langsung.
1049,71.89,ところが,(Tawa)
1050,71.65,聴く,Dengar.
1051,71.59,構成,Bahan
1052,71.58,文章,Kalimat
1053,71.53,案,Kurasa begitu.
1054,71.49,異なる,Berbeda.
1055,71.44,驚く,Itu luar biasa.
1056,71.39,希望,Harapan
1057,71.35,もと,"Oh, Tuhan."
1058,71.29,記憶,Memori
1059,71.28,方々,"Hei, teman-teman."
1060,71.11,取引,Perdagangan.
1061,71.09,［,[Pilek]
1062,71.01,美しい,Indah sekali.
1063,70.98,加える,Tambah
1064,70.96,市民,Warga
1065,70.93,超,"Oh, Tuhan."
1066,70.87,とおり,Ya.
1067,70.74,資金,Dana
1068,70.7,メディア,Media
1069,70.69,友達,Teman.
1070,70.68,危険,Bahayanya
1071,70.62,運営,Operasi
1072,70.6,導入,Perkenalkan
1073,70.45,予想,Prakiraan
1074,70.4,ファイル,Berkas
1075,70.23,いずれ,Cepat atau lambat.
1076,70.22,モデル,Model
1077,70.08,必ず,Aku janji.
1078,70.0,たとえば,"Misalnya,"
1079,69.98,答える,Jawaban
1080,69.77,レ,Le.
1081,69.76,発売,Penyiaran
1082,69.7,はっきり,Hapus
1083,69.66,寝る,Aku mau tidur.
1084,69.64,目指す,Tujuannya.
1085,69.64,話題,Ini sebuah cerita.
1086,69.59,建築,Bangunan
1087,69.57,印象,Kesan
1088,69.45,詳しい,Tidak apa-apa.
1089,69.39,課題,Tantangan
1090,69.35,￣,Maafkan aku.
1091,69.34,事故,Kecelakaan
1092,69.23,ライブ,Live
1093,69.15,低い,Rendah
1094,69.11,ソフト,Soft
1095,68.94,額,Mata Uang
1096,68.91,る,!
1097,68.66,バス,Bus.
1098,68.57,困る,"Oh, Tuhan."
1099,68.56,母,Ibu.
1100,68.54,チェック,Periksa.
1101,68.48,ちゃんと,Oke.
1102,68.46,われわれ,Memang.
1103,68.3,］,Kurasa tidak.
1104,68.02,学習,Belajar
1105,67.95,靴,Sepatu.
1106,67.94,むしろ,"Tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak."
1107,67.83,まさに,Tepat.
1108,67.82,権利,Hak Asasi
1109,67.78,発展,Development
1110,67.76,記録,Rekam
1111,67.69,割,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
1112,67.68,光,Cahaya
1113,67.61,個,% 1 yottameterunit-symbols
1114,67.59,計算,Kalkulator
1115,67.54,雨,Hujan
1116,67.54,設計,Desain.
1117,67.54,種類,Tipe
1118,67.5,非,Tidak
1119,67.41,現場,Di TKP.
1120,67.39,途中,Dalam perjalanan.
1121,67.31,気分,Merasa baik.
1122,67.27,昭和,Shoichi.
1123,67.15,地球,Bumi
1124,67.15,嬉しい,Aku senang.
1125,67.12,移動,Pindah
1126,67.05,絵,Lukisan
1127,66.92,ごと,Setiap
1128,66.91,限る,Aku tidak tahu.
1129,66.9,料,Bayar
1130,66.85,発行,Diterbitkan
1131,66.8,宗教,8 / 6
1132,66.8,企画,Projek
1133,66.77,改正,Diubah
1134,66.7,数字,Nomor
1135,66.57,倍,Ganda
1136,66.56,線,Baris
1137,66.45,そのもの,Itu saja.
1138,66.44,不安,Kekhawatiran
1139,66.34,自ら,Self.
1140,66.27,決まる,Terserah padamu.
1141,66.17,広い,Lebar
1142,66.12,広告,Iklan
1143,65.99,土地,Daratan
1144,65.94,それら,* Mereka *
1145,65.93,有名,Itu terkenal.
1146,65.92,基づく,Dasar
1147,65.92,言語,Bahasa
1148,65.91,共同,"Ayo, ayo, ayo./ Ayo, ayo, ayo, ayo."
1149,65.84,年代,Tanggal
1150,65.84,タイプ,Tipe
1151,65.79,観る,Aku akan melihatnya.
1152,65.78,プロジェクト,Projek
1153,65.75,要求,Permintaan
1154,65.7,差,Berbeda
1155,65.64,残す,Meninggalkan
1156,65.61,教授,Profesor.
1157,65.52,さえ,Genap.
1158,65.44,戦略,Taktis
1159,65.42,営業,Operasi
1160,65.26,制,Peraturan
1161,65.16,無理,Aku tidak bisa.
1162,65.01,役割,Peran
1163,65.01,▲,Ini hanya masalah waktu.
1164,64.95,改善,Peningkatan
1165,64.91,北朝鮮,Korea Utara
1166,64.89,きっと,Aku yakin itu.
1167,64.82,期,Periode
1168,64.78,イギリス,INGGRIS
1169,64.7,ユーザー,Pengguna
1170,64.69,撮影,Foto
1171,64.62,エネルギー,Energi
1172,64.56,知れる,Aku tahu.
1173,64.54,拡大,Perbesar.
1174,64.52,色々,Banyak hal.
1175,64.4,いただける,Aku akan memberikannya kepada Anda.
1176,64.35,道路,Jalan.
1177,64.32,種,Benih
1178,64.25,切る,Aku tutup teleponnya.
1179,64.09,憲法,Konstitusi
1180,64.06,感謝,Terima kasih.
1181,64.02,い,Maafkan aku.
1182,63.93,感覚,Indra
1183,63.88,旅,Perjalanan
1184,63.63,紙,Kertas
1185,63.58,高校,SMA.
1186,63.48,なり,Ya.
1187,63.45,付ける,Pakailah.
1188,63.44,厳しい,Keras.
1189,63.31,Ａ,A
1190,63.21,×,x
1191,63.07,仕方,Bagaimana?
1192,62.88,合わせる,Atur
1193,62.86,実行,Lari
1194,62.7,とりあえず,Untuk saat ini.
1195,62.6,記者,Aku seorang reporter.
1196,62.56,通常,Normal
1197,62.52,既に,Sudah
1198,62.52,現状,Keadaan Dunia
1199,62.5,建設,Konstruksi
1200,62.45,味,Cicipi
1201,62.45,だが,Tapi...
1202,62.31,−,-
1203,62.28,スタッフ,Tongkat.
1204,62.28,先日,"Beberapa hari yang lalu,"
1205,62.28,最新,Terbaru
1206,62.27,中央,Tengah
1207,62.22,幸せ,Senang.
1208,62.21,似る,Sama saja.
1209,62.13,犬,Anjing.
1210,62.1,平均,Rata-rata
1211,62.05,カード,Kartu
1212,62.03,あれ,Hei.
1213,62.01,物語,Cerita
1214,61.75,末,Pada akhir hari
1215,61.74,財政,Finansial
1216,61.71,◇,Maafkan aku.
1217,61.5,追加,Tambah
1218,61.47,不思議,Ini aneh.
1219,61.44,ネットワーク,Jaringan
1220,61.41,警察,Polisi.
1221,61.39,初,Pertama.
1222,61.38,雑誌,Majalah
1223,61.36,提案,Saran
1224,61.36,編,Integrasi
1225,61.3,思い出す,Aku ingat.
1226,61.27,大人,Dewasa
1227,61.16,日々,Setiap hari
1228,61.03,様子,Aku tidak tahu.
1229,60.96,なさる,Lakukan.
1230,60.94,いろんな,Banyak hal.
1231,60.93,生徒,Siswa.
1232,60.92,にくい,Sulit.
1233,60.81,マン,Man.
1234,60.76,総合,Total
1235,60.65,↓,↓
1236,60.63,使える,Aku bisa menggunakannya.
1237,60.63,値,Nilai
1238,60.58,活用,Gunakan
1239,60.56,決して,Tidak pernah.
1240,60.54,交換,Tukar
1241,60.51,身体,Tubuh
1242,60.46,整備,Pemeliharaan
1243,60.35,リスク,Risiko
1244,60.34,規定,Peraturan
1245,60.29,想像,Imajinasi
1246,60.28,ああ,Ya.
1247,60.26,ケース,Case
1248,60.17,アジア,ASIA
1249,60.03,左,Kiri
1250,59.96,満足,Kepuasan.
1251,59.96,規模,Ukuran
1252,59.84,集,Kumpulkan
1253,59.8,本当,Sungguh.
1254,59.77,以降,Dari
1255,59.75,比較,Bandingkan
1256,59.72,素晴らしい,Itu bagus.
1257,59.68,法人,AS
1258,59.6,クラス,Kelas
1259,59.59,犯罪,Kejahatan
1260,59.57,おっしゃる,"Ya, Pak."
1261,59.56,午前,Pagi
1262,59.52,ちる,Hei.
1263,59.48,会長,Bapak Presiden.
1264,59.45,せい,Maafkan aku.
1265,59.44,通る,Numpang lewat.
1266,59.37,なんと,"Oh, Tuhan."
1267,59.35,超える,Ganti.
1268,59.24,平和,Damai.
1269,59.24,基礎,Foundation
1270,59.16,特定,Identifier
1271,59.13,ヨーロッパ,EROPA
1272,59.11,ネタ,Ini sebuah cerita.
1273,59.0,流れ,Rutin
1274,59.0,どうも,Terima kasih.
1275,58.94,ドア,Pintu.
1276,58.93,村,Desa
1277,58.93,画像,Gambar
1278,58.92,少年,Boy.
1279,58.9,いえる,Ya.
1280,58.86,安定,Stabil
1281,58.75,実験,Percobaan
1282,58.75,ちゃ,Ha-ha-ha.
1283,58.68,つる,Sebuah tanaman anggur.
1284,58.64,メーカー,Pembuat
1285,58.62,間違い,Salah
1286,58.61,本人,Dia ada di sini.
1287,58.61,雰囲気,Suasana.
1288,58.6,国会,Parlemen
1289,58.59,気づく,Aku tahu.
1290,58.58,まぁ,Oh.
1291,58.57,患者,Pasien
1292,58.54,歌,Song
1293,58.45,会場,AUSTRIA
1294,58.44,治療,Pengobatan
1295,58.41,；,;
1296,58.39,ぜひ,Dengan senang hati.
1297,58.32,それでも,Namun...
1298,58.31,電子,ELEKTRONIK
1299,58.23,小説,Novel.
1300,58.16,箸,Sumpit.
1301,58.07,死,Kematian
1302,58.02,注目,Perhatian.
1303,58.02,食事,Makanan.
1304,57.85,維持,Simpan
1305,57.85,ほぼ,Hampir.
1306,57.83,文,Kalimat
1307,57.77,範囲,Jangkauan
1308,57.77,コラム,Kolom
1309,57.75,まとめる,Berkemas
1310,57.71,常に,Selalu.
1311,57.67,著作,Cyclopædia
1312,57.62,表,Tabel
1313,57.57,ものの,It's ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ...
1314,57.51,いっぱい,Banyak.
1315,57.44,失う,Aku tak bisa mendengarmu.
1316,57.38,夫,SUAMI
1317,57.36,理論,Secara teori.
1318,57.34,秒,detik
1319,57.34,日常,Harian
1320,57.33,イラク,Irak
1321,57.29,業者,Seorang dealer.
1322,57.28,回答,Jawaban
1323,57.19,体制,Sistem
1324,56.95,調整,Atur
1325,56.94,訴訟,Kasusnya
1326,56.92,階,Lantainya.
1327,56.89,酒,Minum.
1328,56.83,やめる,Berhenti
1329,56.83,住民,Warga
1330,56.74,はじめ,Mulai.
1331,56.72,疑問,Pertanyaan
1332,56.64,ど,Hei.
1333,56.63,当たる,Kau benar.
1334,56.51,失敗,Gagal
1335,56.49,落ちる,Aku akan turun.
1336,56.43,繰り返す,Aku ulangi.
1337,56.33,島,Pulau
1338,56.19,息子,Nak.
1339,56.16,資本,Ibu kota
1340,56.1,事情,Bagaimana situasinya?
1341,56.01,応援,Mundur.
1342,56.01,コース,Tentu saja
1343,55.95,》,Ini hanya masalah waktu.
1344,55.94,感想,Bagaimana menurut Saudara?
1345,55.92,届く,Aku akan mendapatkannya.
1346,55.91,解説,Akan kujelaskan.
1347,55.89,行なう,Do
1348,55.86,妻,Istri.
1349,55.82,シリーズ,RUBRIK TETAP
1350,55.67,客,Seorang tamu.
1351,55.64,公共,Publik
1352,55.63,民間,Warga sipil.
1353,55.62,イタリア,AS
1354,55.48,弁護士,Pengacara.
1355,55.44,なす,Aku akan melakukannya.
1356,55.34,裁判,Pengadilan
1357,55.28,古い,Tua
1358,55.27,建物,Bangunan
1359,55.2,集まる,Kita akan bersama-sama.
1360,55.19,対,Versus
1361,55.17,省,Aku tidak tahu.
1362,55.17,措置,Langkah
1363,55.06,組合,Union
1364,55.05,に対し,Begini saja.
1365,55.03,父,Ayah
1366,55.0,払う,Aku akan bayar.
1367,54.85,本来,Memang tidak.
1368,54.84,元気,Aku baik-baik saja.
1369,54.75,一体,Apa-apaan ini?
1370,54.74,宇宙,Ruang
1371,54.74,《,Ini hanya masalah waktu.
1372,54.64,申す,Aku akan menghubungimu lagi.
1373,54.62,図,Diagram
1374,54.57,シ,Shh.
1375,54.56,引く,Tarik.
1376,54.55,クラブ,Klub
1377,54.54,タイトル,Judul
1378,54.5,作,Sedang kuusahakan./ Sedang kuusahakan.
1379,54.39,用いる,Gunakan
1380,54.33,番,Heads
1381,54.32,お客様,Pak?
1382,54.25,採用,Bantuan
1383,54.21,しばらく,Untuk sementara.
1384,54.1,二つ,Dua.
1385,54.06,観光,Turis
1386,54.06,提出,Hadir.
1387,54.02,以来,Sejak saat itu.
1388,53.99,推進,Propulsi
1389,53.99,首相,Perdana Menteri.
1390,53.84,業,PEKERJAAN
1391,53.83,向け,Berbalik.
1392,53.83,確保,Aman.
1393,53.83,動物,Binatang
1394,53.83,集める,Mengumpulkan.
1395,53.82,離れる,Aku pergi.
1396,53.78,ただし,Tapi...
1397,53.74,検査,Uji
1398,53.74,映像,Video
1399,53.66,信頼,Kepercayaan.
1400,53.66,q,q
1401,53.64,要素,Elemen
1402,53.62,触れる,Sentuh
1403,53.61,笑う,Aku tertawa.
1404,53.54,どんどん,Lagi dan lagi.
1405,53.53,世,Dunia
1406,53.5,コスト,Biaya
1407,53.31,人物,Orang
1408,53.14,規制,Pembatasan
1409,53.09,空間,Ruang
1410,52.98,記念,Commemorasi
1411,52.91,方針,Kebijakan
1412,52.9,もらえる,Aku akan mendapatkannya.
1413,52.86,よろしい,Bagus.
1414,52.85,もっとも,Tentu saja.
1415,52.85,役,Peranan
1416,52.83,右,Kanan
1417,52.76,楽しみ,Aku tak sabar untuk itu.
1418,52.75,審議,Rekonsiliasi
1419,52.74,競争,Balapan
1420,52.68,設置,Instrumen
1421,52.67,位置,Posisi
1422,52.61,テスト,Uji
1423,52.58,全然,Tidak sama sekali.
1424,52.5,費用,Biaya
1425,52.46,株式会社,Ini perusahaan saham.
1426,52.45,席,Sebuah kursi.
1427,52.45,観,Lihat.
1428,52.42,ロ,Lo.
1429,52.42,大統領,Bapak Presiden.
1430,52.35,指定,Spesifikasikan
1431,52.18,事務所,Kantor.
1432,51.99,感情,Emosi
1433,51.99,付く,Hore!
1434,51.89,さまざま,Bervariasi
1435,51.85,京都,Kyoto
1436,51.81,ランキング,Berjalan
1437,51.73,といった,"Dan aku berkata, ""Apa yang salah dengan Anda?"""
1438,51.71,かかわる,Itu tidak penting.
1439,51.61,↑,Yang mana aku yakin kau menyadarinya.
1440,51.53,さすが,Itu bagus.
1441,51.53,許す,Maafkan aku.
1442,51.52,空,Kosong
1443,51.4,関わる,Aku terlibat.
1444,51.4,起こす,Bangunkan dia.
1445,51.39,仲間,Fellows.
1446,51.38,メッセージ,Pesan
1447,51.32,迎える,Aku akan kembali.
1448,51.25,整理,Bersihkan
1449,51.23,協会,Masyarakat.
1450,51.19,モノ,Things
1451,51.16,官,Pak.
1452,51.15,至る,Sepanjang jalan
1453,51.07,ロシア,U.S.R.S.R.
1454,51.07,多数,Multiplicit
1455,50.99,デジタル,Digital
1456,50.95,耳,Telinga
1457,50.94,積極,Aku akan melakukannya.
1458,50.89,かつ,AND
1459,50.89,願う,Kuharap.
1460,50.83,安心,Jangan khawatir.
1461,50.76,ダメ,Tidak.
1462,50.75,独立,Kemerdekaan
1463,50.75,イン,Masuk
1464,50.72,読者,Pembaca kami.
1465,50.7,勝つ,Kita akan menang.
1466,50.67,ぶり,Aku tidak.
1467,50.65,雇用,PENDUDUK
1468,50.56,なに,Apa?
1469,50.47,傾向,TETAP
1470,50.34,そもそも,Di tempat pertama.
1471,50.29,打つ,Aku akan memukulmu.
1472,50.26,賞,Penghargaan
1473,50.23,誕生,Lahir.
1474,50.21,ぼく,Ini aku.
