rank,frequency,lemma,indonesia,lemma_length,kanji_ratio,cluster,kanji_category
456,158.24,場所,Lokasi,2,1.0,0,Kanji
457,158.21,機能,Fungsi,2,1.0,0,Kanji
458,157.92,米,AS,1,1.0,0,Kanji
459,157.28,お願い,Kumohon.,3,0.3333333333333333,0,Kanji
460,157.16,労働,Tenaga Kerja,2,1.0,0,Kanji
461,157.08,いつも,Selalu.,3,0.0,1,Non-Kanji
462,157.03,→,→,1,0.0,0,Non-Kanji
463,156.94,車,Mobil.,1,1.0,0,Kanji
464,156.65,相手,Yang satunya.,2,1.0,0,Kanji
465,155.93,国際,INTERNASIONAL,2,1.0,0,Kanji
466,155.92,自身,Aku.,2,1.0,0,Kanji
467,155.19,声,Suara,1,1.0,0,Kanji
468,154.93,取る,Aku akan mengambilnya.,2,0.5,0,Kanji
469,154.72,計画,Rencana.,2,1.0,0,Kanji
470,154.49,かかる,Semua akan baik-baik saja.,3,0.0,1,Non-Kanji
471,154.39,ほう,Oh.,2,0.0,0,Non-Kanji
472,154.32,政治,Politik,2,1.0,0,Kanji
473,153.9,別,Tidak.,1,1.0,0,Kanji
474,153.26,ばかり,Aku belum pernah melihat yang seperti ini.,3,0.0,1,Non-Kanji
475,153.09,系,Sistem,1,1.0,0,Kanji
476,153.02,感,Akal,1,1.0,0,Kanji
477,152.03,億,Miliaran,1,1.0,0,Kanji
478,151.62,頃,Sekitar...,1,1.0,0,Kanji
479,151.62,号,Tidak.,1,1.0,0,Kanji
480,151.54,における,Dan itulah yang akan saya bicarakan.,4,0.0,1,Non-Kanji
481,151.46,長,Long,1,1.0,0,Kanji
482,150.29,日本人,Jepang.,3,1.0,0,Kanji
483,150.17,今後,Mulai sekarang.,2,1.0,0,Kanji
484,149.83,つまり,Maksudku...,3,0.0,1,Non-Kanji
485,149.08,呼ぶ,Aku akan melaporkannya.,2,0.5,0,Kanji
486,148.88,まま,Diam.,2,0.0,0,Non-Kanji
487,148.87,下さる,"Ya, Pak.",3,0.3333333333333333,0,Kanji
488,148.58,文化,Kebudayaan,2,1.0,0,Kanji
489,147.55,体,Tubuh,1,1.0,0,Kanji
490,146.78,与える,Berikan.,3,0.3333333333333333,0,Kanji
491,146.77,こ,Ayo.,1,0.0,0,Non-Kanji
492,146.45,ちゃう,"Oh, sial.",3,0.0,1,Non-Kanji
493,146.23,大変,"Oh, Tuhan.",2,1.0,0,Kanji
494,145.2,彼ら,Itu mereka.,2,0.5,0,Kanji
495,145.09,評価,Peringkat,2,1.0,0,Kanji
496,145.05,百,100,1,1.0,0,Kanji
497,144.97,やすい,Mudah,3,0.0,1,Non-Kanji
498,144.41,対応,Tanggung Jawab,2,1.0,0,Kanji
499,144.24,求める,Tanya,3,0.3333333333333333,0,Kanji
500,144.03,権,Hak Asasi,1,1.0,0,Kanji
501,143.8,頭,Head,1,1.0,0,Kanji
502,143.68,あまり,Tidak banyak.,3,0.0,1,Non-Kanji
503,143.56,子,Anak,1,1.0,0,Kanji
504,143.0,自由,Kebebasan.,2,1.0,0,Kanji
505,142.95,｜,Aku tidak tahu.,1,0.0,0,Non-Kanji
506,142.52,すぎる,Ini terlalu banyak.,3,0.0,1,Non-Kanji
507,141.0,昨日,Kemarin.,2,1.0,0,Kanji
508,140.29,みたい,Seperti itu.,3,0.0,1,Non-Kanji
509,140.19,すぐ,Sekarang.,2,0.0,0,Non-Kanji
510,140.17,これから,"Mulai sekarang,",4,0.0,1,Non-Kanji
511,140.15,戻る,Mundur,2,0.5,0,Kanji
512,140.06,歴史,Riwayat,2,1.0,0,Kanji
513,140.04,全体,Total,2,1.0,0,Kanji
514,140.0,長い,Long,2,0.5,0,Kanji
515,139.89,少ない,Tidak banyak.,3,0.3333333333333333,0,Kanji
516,139.81,気持ち,Emosi,3,0.6666666666666666,0,Kanji
517,139.6,報告,Laporkan.,2,1.0,0,Kanji
518,139.27,程度,Derajat,2,1.0,0,Kanji
519,138.83,◆,◆,1,0.0,0,Non-Kanji
520,138.74,元,Mantan.,1,1.0,0,Kanji
521,138.57,人々,Orang,2,0.5,0,Kanji
522,138.48,＜,<,1,0.0,0,Non-Kanji
523,138.24,予定,Jadwal,2,1.0,0,Kanji
524,137.97,代表,The Representatif.,2,1.0,0,Kanji
525,137.68,その後,Dan kemudian...,3,0.3333333333333333,0,Kanji
526,137.65,経験,Pengalaman,2,1.0,0,Kanji
527,137.59,型,Tipe,1,1.0,0,Kanji
528,136.95,員,"Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey.",1,1.0,0,Kanji
529,136.92,ネット,Net,3,0.0,1,Non-Kanji
530,136.82,以外,Kecuali.,2,1.0,0,Kanji
531,136.79,なぁ,Hei.,2,0.0,0,Non-Kanji
532,136.58,今年,"(Untuk keterangan lengkap, lihat publikasinya)",2,1.0,0,Kanji
533,136.52,価格,Harga,2,1.0,0,Kanji
534,136.15,投資,Investasi,2,1.0,0,Kanji
535,135.9,経営,Manajemen,2,1.0,0,Kanji
536,135.84,早い,Masih pagi.,2,0.5,0,Kanji
537,135.61,ニュース,Berita,4,0.0,1,Non-Kanji
538,135.16,帰る,Aku akan pulang.,2,0.5,0,Kanji
539,134.39,それぞれ,Masing-masing.,4,0.0,1,Non-Kanji
540,134.32,自然,Alam.,2,1.0,0,Kanji
541,134.2,商品,Produk,2,1.0,0,Kanji
542,133.86,なかなか,Itu bagus.,4,0.0,1,Non-Kanji
543,133.81,発表,Pengumuman,2,1.0,0,Kanji
544,133.43,教える,Aku akan memberitahu Anda.,3,0.3333333333333333,0,Kanji
545,133.41,目的,Tujuan,2,1.0,0,Kanji
546,132.97,影響,Efek,2,1.0,0,Kanji
547,132.9,地方,RUBRIK,2,1.0,0,Kanji
548,132.89,生きる,Live,3,0.3333333333333333,0,Kanji
549,132.84,だから,Jadi...,3,0.0,1,Non-Kanji
550,132.84,テレビ,TV,3,0.0,1,Non-Kanji
551,132.07,一緒,Bersama.,2,1.0,0,Kanji
552,132.0,面,Permukaan,1,1.0,0,Kanji
553,131.48,顔,Wajah,1,1.0,0,Kanji
554,131.42,選手,Pemain.,2,1.0,0,Kanji
555,131.4,楽しい,Ini menyenangkan.,3,0.3333333333333333,0,Kanji
556,130.5,道,The Way,1,1.0,0,Kanji
557,130.39,けれど,Tapi...,3,0.0,1,Non-Kanji
558,130.26,みんな,Teman-teman.,3,0.0,1,Non-Kanji
559,130.06,子ども,ANAK - ANAK,3,0.3333333333333333,0,Kanji
560,129.91,実は,"Sebagai soal fakta,",2,0.5,0,Kanji
561,129.79,確か,Tentu.,2,0.5,0,Kanji
562,129.69,でる,Ya.,2,0.0,0,Non-Kanji
563,129.53,千,"1,000",1,1.0,0,Kanji
564,129.28,確認,Konfirmasi,2,1.0,0,Kanji
565,129.08,ありがとう,Terima kasih.,5,0.0,1,Non-Kanji
566,128.74,夜,Malam,1,1.0,0,Kanji
567,128.69,例えば,"Misalnya,",3,0.3333333333333333,0,Kanji
568,128.56,中心,Tengah,2,1.0,0,Kanji
569,128.42,市場,Pasar,2,1.0,0,Kanji
570,128.21,音,Suara,1,1.0,0,Kanji
571,128.18,提供,Menawarkan,2,1.0,0,Kanji
572,127.82,事実,Fakta-fakta.,2,1.0,0,Kanji
573,127.61,地,Bumi,1,1.0,0,Kanji
574,127.43,簡単,Mudah,2,1.0,0,Kanji
575,127.26,面白い,Itu lucu.,3,0.6666666666666666,0,Kanji
576,127.26,朝,Pagi,1,1.0,0,Kanji
577,127.13,版,Diterjemahkan oleh mumetndase.,1,1.0,0,Kanji
578,127.03,学,Etnik,1,1.0,0,Kanji
579,127.02,なぜ,Kenapa?,2,0.0,0,Non-Kanji
580,127.0,当然,Tentu saja.,2,1.0,0,Kanji
581,126.97,以下,"Tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak.",2,1.0,0,Kanji
582,126.89,責任,KEBANGSAIAN,2,1.0,0,Kanji
583,126.67,六,Enam.,1,1.0,0,Kanji
584,126.29,ゲーム,Permainan,3,0.0,1,Non-Kanji
585,126.23,議論,Kontroversial,2,1.0,0,Kanji
586,126.04,これら,Ini.,3,0.0,1,Non-Kanji
587,125.89,以前,Sebelumnya,2,1.0,0,Kanji
588,125.78,位,Posisi,1,1.0,0,Kanji
589,125.74,データ,Data,3,0.0,1,Non-Kanji
590,125.06,示す,Tampilkan,2,0.5,0,Kanji
591,124.69,判断,Penilaianmu.,2,1.0,0,Kanji
592,124.62,例,Contoh,1,1.0,0,Kanji
593,124.4,専門,Khusus,2,1.0,0,Kanji
594,124.3,家族,Keluarga.,2,1.0,0,Kanji
595,123.87,しかも,Dan...,3,0.0,1,Non-Kanji
596,123.71,初めて,Untuk pertama kalinya.,3,0.3333333333333333,0,Kanji
597,123.55,勉強,Belajar,2,1.0,0,Kanji
598,123.19,申し上げる,Begini saja.,5,0.4,1,Kanji
599,123.18,話す,Aku akan memberitahu Anda.,2,0.5,0,Kanji
600,123.02,もつ,Semuanya ada di sana.,2,0.0,0,Non-Kanji
601,122.97,期待,Diduga,2,1.0,0,Kanji
602,122.69,難しい,Sulit.,3,0.3333333333333333,0,Kanji
603,122.57,そこで,Disana.,3,0.0,1,Non-Kanji
604,122.48,いま,Sekarang.,2,0.0,0,Non-Kanji
605,122.4,全く,"Oh, Tuhan.",2,0.5,0,Kanji
606,122.05,韓国,Korea,2,1.0,0,Kanji
607,122.0,外,Keluar.,1,1.0,0,Kanji
608,122.0,たくさん,Banyak.,4,0.0,1,Non-Kanji
609,121.97,効果,Efek,2,1.0,0,Kanji
610,121.79,検討,Pertimbangan,2,1.0,0,Kanji
611,121.62,各,Masing-masing,1,1.0,0,Kanji
612,121.33,普通,Normal,2,1.0,0,Kanji
613,121.21,組織,Organisasi,2,1.0,0,Kanji
614,121.06,政策,Kebijakan,2,1.0,0,Kanji
615,120.81,町,Kota,1,1.0,0,Kanji
616,120.6,行動,Aksi,2,1.0,0,Kanji
617,119.66,年間,Tahun,2,1.0,0,Kanji
618,119.45,こそ,Itulah yang saya bicarakan.,2,0.0,0,Non-Kanji
619,119.45,置く,Letakkan.,2,0.5,0,Kanji
620,119.39,率,Rasio,1,1.0,0,Kanji
621,119.23,当時,Dulu.,2,1.0,0,Kanji
622,119.0,学生,Siswa.,2,1.0,0,Kanji
623,118.9,飲む,Aku akan minum.,2,0.5,0,Kanji
624,118.29,海,"(Untuk keterangan lengkap, lihat publikasinya)",1,1.0,0,Kanji
625,117.84,よく,Beraninya kau?,2,0.0,0,Non-Kanji
626,117.61,販売,Penjualan,2,1.0,0,Kanji
627,117.58,どんな,Seperti apa?,3,0.0,1,Non-Kanji
628,117.22,つつ,"Dengan "" Sedarlah! """,2,0.0,0,Non-Kanji
629,116.96,購入,Pembelian,2,1.0,0,Kanji
630,116.84,科学,22 / 6,2,1.0,0,Kanji
631,116.41,監督,Oversight.,2,1.0,0,Kanji
632,116.37,意識,Kesadaran.,2,1.0,0,Kanji
633,115.67,認める,Aku akan mengakuinya.,3,0.3333333333333333,0,Kanji
634,115.65,欲しい,Aku menginginkannya.,3,0.3333333333333333,0,Kanji
635,115.08,九,Sembilan.,1,1.0,0,Kanji
636,115.05,わ,Wow.,1,0.0,0,Non-Kanji
637,114.99,通り,Jalan,2,0.5,0,Kanji
638,114.83,とも,Begini saja.,2,0.0,0,Non-Kanji
639,114.49,立つ,Berdiri.,2,0.5,0,Kanji
640,114.26,生産,Produksi,2,1.0,0,Kanji
641,113.89,表現,Ekspresi,2,1.0,0,Kanji
642,113.8,戦争,PERANG,2,1.0,0,Kanji
643,113.73,ねる,Mm-hmm.,2,0.0,0,Non-Kanji
644,113.68,参考,Referensi,2,1.0,0,Kanji
645,113.58,始まる,Mulai,3,0.3333333333333333,0,Kanji
646,113.4,ひとつ,Satu.,3,0.0,1,Non-Kanji
647,113.14,その他,Lain-lain,3,0.3333333333333333,0,Kanji
648,112.98,決定,Keputusan,2,1.0,0,Kanji
649,112.76,まあ,Oh.,2,0.0,0,Non-Kanji
650,112.73,ぐらい,Tidak banyak.,3,0.0,1,Non-Kanji
651,112.62,＆,&,1,0.0,0,Non-Kanji
652,112.56,曲,Musik,1,1.0,0,Kanji
653,112.49,同,Sama,1,1.0,0,Kanji
654,112.39,ク,Begini saja.,1,0.0,0,Non-Kanji
655,112.26,やっぱり,Aku tahu itu.,4,0.0,1,Non-Kanji
656,112.23,法律,Hukum,2,1.0,0,Kanji
657,111.96,機関,Enforcement,2,1.0,0,Kanji
658,110.75,開く,Buka,2,0.5,0,Kanji
659,110.53,ビジネス,Bisnis,4,0.0,1,Non-Kanji
660,110.19,さて,Oke.,2,0.0,0,Non-Kanji
661,110.03,対象,Subjek,2,1.0,0,Kanji
662,109.98,チーム,Tim,3,0.0,1,Non-Kanji
663,109.68,現実,Kenyataan,2,1.0,0,Kanji
664,109.52,進む,Maju,2,0.5,0,Kanji
665,109.51,対策,Apa yang Dapat Dilakukan?,2,1.0,0,Kanji
666,109.11,作業,Kantor,2,1.0,0,Kanji
667,108.78,すごい,"Oh, Tuhan.",3,0.0,1,Non-Kanji
668,108.72,価値,Nilai,2,1.0,0,Kanji
669,108.57,テーマ,Tema,3,0.0,1,Non-Kanji
670,108.55,十分,Cukup.,2,1.0,0,Kanji
671,108.48,含む,Sertakan,2,0.5,0,Kanji
672,108.47,一部,Beberapa,2,1.0,0,Kanji
673,108.25,語,Bahasa,1,1.0,0,Kanji
674,108.22,決める,Terserah padamu.,3,0.3333333333333333,0,Kanji
675,108.12,姿,Lihat dirimu.,1,1.0,0,Kanji
676,108.08,新聞,Kertas.,2,1.0,0,Kanji
677,108.04,一方,"Di sisi lain,",2,1.0,0,Kanji
678,107.87,風,Wind,1,1.0,0,Kanji
679,107.79,八,Delapan.,1,1.0,0,Kanji
680,107.52,際,Ketika,1,1.0,0,Kanji
681,107.31,考え,Thoughts,2,0.5,0,Kanji
682,107.11,ラ,La.,1,0.0,0,Non-Kanji
683,107.1,残る,Aku tetap di sini.,2,0.5,0,Kanji
684,107.07,論,Teori,1,1.0,0,Kanji
685,106.84,のみ,Hanya,2,0.0,0,Non-Kanji
686,106.71,全て,Semuanya.,2,0.5,0,Kanji
687,106.52,及び,Oh.,2,0.5,0,Kanji
688,106.51,大臣,Menteri.,2,1.0,0,Kanji
689,106.48,神,Tuhan.,1,1.0,0,Kanji
690,106.22,国家,Nasional,2,1.0,0,Kanji
691,105.95,件,RUBRIK TETAP,1,1.0,0,Kanji
692,105.94,語る,Bicaralah,2,0.5,0,Kanji
693,105.86,毎日,Setiap hari.,2,1.0,0,Kanji
694,105.82,俺,Aku.,1,1.0,0,Kanji
695,105.8,試合,Permainan,2,1.0,0,Kanji
696,105.68,もし,Jika kau tidak keberatan.,2,0.0,0,Non-Kanji
697,105.26,七,Tujuh.,1,1.0,0,Kanji
698,105.25,ま,"Oh, Tuhan.",1,0.0,0,Non-Kanji
699,105.21,会議,Rapat,2,1.0,0,Kanji
700,105.07,いつ,Kapan?,2,0.0,0,Non-Kanji
701,105.02,指摘,Poin.,2,1.0,0,Kanji
702,104.86,言える,Aku bisa.,3,0.3333333333333333,0,Kanji
703,104.83,＾,^,1,0.0,0,Non-Kanji
704,104.76,歩く,Jalan.,2,0.5,0,Kanji
705,104.72,製品,Produk,2,1.0,0,Kanji
706,104.69,変化,Perubahan,2,1.0,0,Kanji
707,104.49,結局,Pada akhirnya.,2,1.0,0,Kanji
708,104.46,消費,Pengeluaran,2,1.0,0,Kanji
709,104.3,保険,Asuransi,2,1.0,0,Kanji
710,103.99,り,?,1,0.0,0,Non-Kanji
711,103.88,具体,spesifik,2,1.0,0,Kanji
712,103.75,あげる,Aku akan memberikannya kepada Anda.,3,0.0,1,Non-Kanji
713,103.74,人生,Kehidupan.,2,1.0,0,Kanji
714,103.7,量,Banyaknya,1,1.0,0,Kanji
715,103.41,米国,AS,2,1.0,0,Kanji
716,103.2,表示,Tilik,2,1.0,0,Kanji
717,102.9,変える,Ubah,3,0.3333333333333333,0,Kanji
718,102.84,精神,Roh,2,1.0,0,Kanji
719,102.78,街,Kota,1,1.0,0,Kanji
720,102.65,過去,Masa Lalu,2,1.0,0,Kanji
721,102.53,レベル,Tingkat,3,0.0,1,Non-Kanji
722,102.52,我々,Kita.,2,0.5,0,Kanji
723,102.04,インターネット,Internet,7,0.0,1,Non-Kanji
724,101.83,能力,Kemampuan,2,1.0,0,Kanji
725,101.8,選ぶ,Pilih,2,0.5,0,Kanji
726,101.67,指導,PERUSAHAAN,2,1.0,0,Kanji
727,101.22,更新,Perbarui,2,1.0,0,Kanji
728,100.92,公開,Publik,2,1.0,0,Kanji
729,100.65,日本語,Jepang,3,1.0,0,Kanji
730,100.63,皆さん,Ladies and gentlemen.,3,0.3333333333333333,0,Kanji
731,100.02,働く,Bekerja,2,0.5,0,Kanji
732,100.02,―,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,1,0.0,0,Non-Kanji
733,100.0,屋,"Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey",1,1.0,0,Kanji
734,99.95,ほか,Lainnya,2,0.0,0,Non-Kanji
735,99.66,女,Wanita.,1,1.0,0,Kanji
736,99.49,昔,Sudah lama sekali.,1,1.0,0,Kanji
737,99.37,担当,Ini pekerjaanku.,2,1.0,0,Kanji
738,99.3,費,Pengeluaran,1,1.0,0,Kanji
739,99.25,わたし,Aku...,3,0.0,1,Non-Kanji
740,99.17,送る,Kirim,2,0.5,0,Kanji
741,99.11,明日,Besok.,2,1.0,0,Kanji
742,99.09,旅行,Perjalanan,2,1.0,0,Kanji
743,99.05,夢,Mimpi,1,1.0,0,Kanji
744,98.94,それから,Dan kemudian...,4,0.0,1,Non-Kanji
745,98.8,明らか,Jelas.,3,0.3333333333333333,0,Kanji
746,98.74,乗る,Masuk.,2,0.5,0,Kanji
747,98.43,つくる,Aku akan berhasil.,3,0.0,1,Non-Kanji
748,97.94,＿,_,1,0.0,0,Non-Kanji
749,97.71,木,Pohon,1,1.0,0,Kanji
750,97.6,機,Pesawat.,1,1.0,0,Kanji
751,97.58,大切,Penting,2,1.0,0,Kanji
752,97.55,忘れる,Lupakan saja.,3,0.3333333333333333,0,Kanji
753,97.53,局,"Maafkan aku, maafkan aku, maafkan aku.",1,1.0,0,Kanji
754,97.42,行政,Administratif,2,1.0,0,Kanji
755,97.4,安全,Aman.,2,1.0,0,Kanji
756,97.31,外国,Asing,2,1.0,0,Kanji
757,97.27,増える,Meningkatkan,3,0.3333333333333333,0,Kanji
758,96.97,お金,Uang.,2,0.5,0,Kanji
759,96.71,資料,Sumber,2,1.0,0,Kanji
760,96.57,部屋,Kamar.,2,1.0,0,Kanji
761,96.4,行為,Aksi,2,1.0,0,Kanji
762,96.35,あ,Oh.,1,0.0,0,Non-Kanji
763,96.31,平成,Pyongyang,2,1.0,0,Kanji
764,96.1,いや,Tidak.,2,0.0,0,Non-Kanji
765,96.04,なん,Apa?,2,0.0,0,Non-Kanji
766,96.02,楽しむ,Nikmatilah.,3,0.3333333333333333,0,Kanji
767,95.97,色,Warna,1,1.0,0,Kanji
768,95.82,待つ,Tunggu,2,0.5,0,Kanji
769,95.74,登録,Pendaftaran,2,1.0,0,Kanji
770,95.66,ドイツ,Jerman,3,0.0,1,Non-Kanji
771,95.61,うまい,Ini bagus.,3,0.0,1,Non-Kanji
772,95.5,設定,Pengaturan,2,1.0,0,Kanji
773,95.28,どういう,Apa maksudmu?,4,0.0,1,Non-Kanji
774,95.27,述べる,Begini saja.,3,0.3333333333333333,0,Kanji
775,95.19,成功,Berhasil,2,1.0,0,Kanji
776,95.03,努力,Upaya,2,1.0,0,Kanji
777,94.95,戦,PERANG,1,1.0,0,Kanji
778,94.7,団体,Grup,2,1.0,0,Kanji
779,94.63,につきまして,Tunggu.,6,0.0,1,Non-Kanji
780,94.58,支援,Dukungan,2,1.0,0,Kanji
781,94.53,最も,Terbaik,2,0.5,0,Kanji
782,94.49,自己,SELF,2,1.0,0,Kanji
783,94.46,全,Semua,1,1.0,0,Kanji
784,94.45,年度,Tahun,2,1.0,0,Kanji
785,94.44,運動,Latihan.,2,1.0,0,Kanji
786,94.27,構造,Struktur,2,1.0,0,Kanji
787,94.26,特別,Spesial.,2,1.0,0,Kanji
788,94.21,ド,Lakukan.,1,0.0,0,Non-Kanji
789,94.0,解決,Dipecahkan,2,1.0,0,Kanji
790,93.78,完全,Sempurna.,2,1.0,0,Kanji
791,93.59,品,Ini bagus.,1,1.0,0,Kanji
792,93.53,訳,Subtitles By Tameem666,1,1.0,0,Kanji
793,93.33,向かう,Aku segera ke sana.,3,0.3333333333333333,0,Kanji
794,93.13,男性,Pria.,2,1.0,0,Kanji
795,93.1,結構,"Tidak, terima kasih.",2,1.0,0,Kanji
796,93.06,産業,Industri,2,1.0,0,Kanji
797,92.87,軍,Tentara,1,1.0,0,Kanji
798,92.77,主,Tuhan,1,1.0,0,Kanji
799,92.33,に関して,Sejauh yang kutahu.,4,0.25,1,Kanji
800,92.25,人気,Popularitas,2,1.0,0,Kanji
801,92.23,お話,Aku ingin bicara denganmu.,2,0.5,0,Kanji
802,92.05,駅,Stasiun,1,1.0,0,Kanji
803,92.04,描く,Gambar,2,0.5,0,Kanji
804,92.02,近く,Hampir.,2,0.5,0,Kanji
805,91.96,最終,Akhir,2,1.0,0,Kanji
806,91.37,ドル,Dolar U.S.,2,0.0,0,Non-Kanji
807,91.35,過ぎる,Terlalu banyak.,3,0.3333333333333333,0,Kanji
808,91.33,保護,Perlindungan,2,1.0,0,Kanji
809,91.28,上げる,Naik.,3,0.3333333333333333,0,Kanji
810,91.26,再,Putar Balik,1,1.0,0,Kanji
811,91.15,グループ,Grup,4,0.0,1,Non-Kanji
812,91.11,生,Dia hidup.,1,1.0,0,Kanji
813,91.09,ポイント,Poin,4,0.0,1,Non-Kanji
814,90.88,ども,Hei.,2,0.0,0,Non-Kanji
815,90.86,センター,Tengah,4,0.0,1,Non-Kanji
816,90.86,開催,"PHILADELPHIA, PA, Veterans Memorial Coliseum.",2,1.0,0,Kanji
817,90.84,方向,Orientasi,2,1.0,0,Kanji
818,90.83,改革,Reformasi,2,1.0,0,Kanji
819,90.8,検索,Cari,2,1.0,0,Kanji
820,90.77,走る,Lari.,2,0.5,0,Kanji
821,90.75,生まれる,Dia datang.,4,0.25,1,Kanji
822,90.72,□,□,1,0.0,0,Non-Kanji
823,90.59,起こる,Ini terjadi.,3,0.3333333333333333,0,Kanji
824,90.12,Q,Q,1,0.0,0,Non-Kanji
825,89.95,健康,Kesehatan,2,1.0,0,Kanji
826,89.89,障害,Cacat,2,1.0,0,Kanji
827,89.86,ヶ月,Berbulan-bulan.,2,0.5,0,Kanji
828,89.84,起きる,Bangun.,3,0.3333333333333333,0,Kanji
829,89.43,協力,Kerja Sama,2,1.0,0,Kanji
830,89.37,時期,Periode,2,1.0,0,Kanji
831,89.33,料理,Memasak,2,1.0,0,Kanji
832,89.08,考え方,Thoughts,3,0.6666666666666666,0,Kanji
833,89.05,医療,Perawatan Medis,2,1.0,0,Kanji
834,89.04,頂く,Aku akan mengambilnya.,2,0.5,0,Kanji
835,88.94,金融,Keuangan.,2,1.0,0,Kanji
836,88.89,売る,Aku akan menjualnya.,2,0.5,0,Kanji
837,88.88,試験,Uji,2,1.0,0,Kanji
838,88.86,により,Terima kasih.,3,0.0,1,Non-Kanji
839,88.83,進める,Teruskan.,3,0.3333333333333333,0,Kanji
840,88.79,死ぬ,Aku akan mati.,2,0.5,0,Kanji
841,88.69,フランス,Perancis,4,0.0,1,Non-Kanji
842,88.61,近い,Tutup,2,0.5,0,Kanji
843,88.5,立場,Posisi,2,1.0,0,Kanji
844,88.48,契約,Kesepakatan.,2,1.0,0,Kanji
845,88.16,すでに,Sudah.,3,0.0,1,Non-Kanji
846,87.88,条件,Kondisi,2,1.0,0,Kanji
847,87.84,放送,Penyiaran,2,1.0,0,Kanji
848,87.83,※,.,1,0.0,0,Non-Kanji
849,87.64,全国,Negara,2,1.0,0,Kanji
850,87.58,違い,Tidak.,2,0.5,0,Kanji
851,87.35,室,Ruang,1,1.0,0,Kanji
852,87.24,なあ,Hei.,2,0.0,0,Non-Kanji
853,87.22,枚,Kartu,1,1.0,0,Kanji
854,87.12,ずっと,Selalu.,3,0.0,1,Non-Kanji
855,87.1,作成,Buat,2,1.0,0,Kanji
856,87.07,足,Kaki.,1,1.0,0,Kanji
857,87.0,学ぶ,Pelajari,2,0.5,0,Kanji
858,86.87,成長,Pertumbuhan,2,1.0,0,Kanji
859,86.85,施設,Fasilitas,2,1.0,0,Kanji
860,86.81,リ,Li.,1,0.0,0,Non-Kanji
861,86.54,登場,Muncul,2,1.0,0,Kanji
862,86.51,知識,PENGETAHUAN,2,1.0,0,Kanji
863,86.49,携帯,Ponsel,2,1.0,0,Kanji
864,86.39,実現,FULFILLMENT,2,1.0,0,Kanji
865,86.35,友人,Seorang teman.,2,1.0,0,Kanji
866,85.98,海外,Luar Negeri,2,1.0,0,Kanji
867,85.86,原因,Penyebab,2,1.0,0,Kanji
868,85.82,実施,Bahan Peledak,2,1.0,0,Kanji
869,85.76,昨年,Tahun lalu.,2,1.0,0,Kanji
870,85.64,〇,Maafkan aku.,1,0.0,0,Non-Kanji
871,85.44,探す,Aku akan menemukannya.,2,0.5,0,Kanji
872,85.26,病院,Rumah sakit.,2,1.0,0,Kanji
873,85.22,代,MESIR,1,1.0,0,Kanji
874,85.09,認識,Mengakui,2,1.0,0,Kanji
875,85.06,夏,Summer,1,1.0,0,Kanji
876,84.99,および,Dan,3,0.0,1,Non-Kanji
877,84.73,イメージ,Gambar,4,0.0,1,Non-Kanji
878,84.72,段階,Langkah,2,1.0,0,Kanji
879,84.7,発生,Berkembang,2,1.0,0,Kanji
880,84.58,反対,Tidak.,2,1.0,0,Kanji
881,84.49,会う,Rapat,2,0.5,0,Kanji
882,84.45,期間,Durasi,2,1.0,0,Kanji
883,84.37,区,Area,1,1.0,0,Kanji
884,84.3,トップ,Puncak,3,0.0,1,Non-Kanji
885,84.15,条,Janji.,1,1.0,0,Kanji
886,83.95,若い,Muda,2,0.5,0,Kanji
887,83.94,見せる,Akan kutunjukkan padamu.,3,0.3333333333333333,0,Kanji
888,83.88,午後,Di sore hari,2,1.0,0,Kanji
889,83.59,税,Pajak,1,1.0,0,Kanji
890,83.5,主張,KORBAN,2,1.0,0,Kanji
891,83.31,変更,Ubah,2,1.0,0,Kanji
892,83.26,サッカー,Sepak bola.,4,0.0,1,Non-Kanji
